S_ID,C_ID,SCHL,Region,Division,School_size,Urbanicity,S1,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S2_7,S2_7a,S3,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S4_7,S4_8,S4_8a,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,S5_7,S5_8,S5_9,S5_9a,S6,S6a,S7_1,S7_2,S7_3,S7_4,S7_5,S7_6,S7_7,S7_7a,S8,S9a,S9b,S9c,S9d,S9e,S10a,S10_1,S10_2,S10_3,S10_4,S11_1,S11_2,S11_3,S11_4,S11_5,S11_6,S11_7,S11_7a,S12_1,S12_1a,S12_1b,S12_2,S12_2a,S12_2b,S12_2c,S12_3,S12_3a,S12_3b,S12_3c,S12_4,S12_4a,S12_4b,S12_4c,S12_5,S13,S14,S15_1,S15_2,S15_3,S15_4,S15_5,S15_6,S15_7,S15_7a,S16_1,S16_2,S16_3,S16_4,S16_4a,S17_1,S17_2,S17_3,S17_4,S17_5,S17_6,S17_7,S17_8,S17_8a,S18_1,S18_2,S18_3,S18_4,S18_5,S18_6,S18_7,S18_8,S18_8a,S19,S20_1,S20_2,S20_3,S20_4,S20,S21,S21a,S22,S23,S23a,S24,S25,S26,S26a,S26b,S27,S28,S29,S30,S31,S_Coder
205,12,110,2,3,2,2,100,0,1,1,0,0,0,0, ,2,0,1,1,0,1,0,1,0, ,1,0,0,0,0,1,1,0,1,can only benefit you later on,10,Communication is one of the most important things in life,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,4,2,2,6,1,2,2,-1, ,1,0,0,0, ,0,1,0,0,1,0,1,1,get to know language better,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , , ,0,2,1994, ,1
206,12,110,2,3,2,2,100,0,1,1,1,1,0,0, ,2,1,1,1,1,1,0,1,0, ,1,0,0,1,1,1,1,0,0, ,9,It will help out in the long run.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,4,4,2,3,-1,-1,-1,-1, ,0,1,0,0, ,1,1,1,1,1,0,0,0, ,0,0,0,0,0,1,1,0, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,2, , , ,0,1,1995, ,1
207,12,110,2,3,2,2,100,0,1,1,0,0,0,0, ,1,0,1,1,1,1,0,1,0, ,1,0,0,1,0,1,1,0,0, ,10,"America I a very diverse country, so it is best to learn more than one language.",0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,1,5,4,6,2,-1,2,-1, ,0,1,0,0, ,0,0,1,1,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,American,0,2,1994, ,1
208,12,110,2,3,2,2,100,0,1,1,0,0,0,0, ,2,0,0,1,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0, ,8,Because knowing a second language is helpful in today's society,0,1,1,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,3,3,3,3,3,2,2,2,5,5,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,2,3,4,4,2,-1,-1, ,0,1,0,0, ,0,0,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,3, , , ,0,2,1996, ,1
229,14,111,2,3,2,6,40,0,1,1,0,1,0,0, ,2,0,0,1,0,1,0,0,0, ,0,0,0,1,0,0,1,0,0, ,9,more opportunities can open up and world travel is easier to access,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,5,2,3,4,1,3,1,-1, ,0,1,0,0, ,0,0,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5,dad did some college but did not obtain a degree,239,-2, ,239,239,1, , , ,0,2,1992, ,1
230,14,111,2,3,2,6,40,0,0,1,1,1,0,0, ,2,0,0,1,1,1,0,0,0,heritage speaker- LaBrash,1,0,1,0,1,0,1,0,0,French women,10,Career prospects and love of language,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,2,2,2,2,3,2,2,1,1,2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,2,4,1,2,2,2,-1, ,0,1,0,0, ,1,0,1,0,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,3, ,239,-2, ,239,239,1, , ,Awesome-American,0,1,1994, ,1
231,14,111,2,3,2,6,40,0,0,0,1,1,0,0, ,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,0,0,1,0,0,0,0,0, ,10,Language is life and it connects one to a wide world.,0,0,0,0,0,1,0, ,4,-3,740,-2,-2,-2,-1,4,3,4,3,2,1,1,2,3,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,40,-2,-2,0,1,2,2,2,3,1,2,-1,-1, ,1,1,0,0, ,1,0,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,168,24, ,168,168,2, , , ,0,1,1985, ,1
232,14,111,2,3,2,6,40,0,0,1,1,0,0,0, ,2,0,0,1,0,1,0,0,0, ,1,0,0,0,0,0,1,0,0, ,9,universal respect/ it's good to have a backup plan if the world goes to chaos,1,0,0,0,0,0,0, ,3,100,-2,-2,-2,-2,100,3,3,3,3,1,1,1,3,2,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,2,7,1,1,2,-1, ,0,1,0,1,study abroad,0,0,1,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,6, , ,No,0,2,1986, ,1
234,14,111,2,3,2,6,40,0,0,0,0,1,0,0, ,2,0,0,0,0,0,0,1,0, ,0,0,1,0,0,0,0,0,0, ,8,it broadens one's perspective of the world,0,0,0,0,0,1,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,2,2,2,5,2,3,2,-1, ,0,1,0,0, ,0,0,0,0,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , ,No,0,1,1952, ,1
235,14,111,2,3,2,6,40,0,0,0,0,1,0,0, ,2,0,0,0,0,1,0,1,1,travel,0,0,0,0,0,0,1,0,0,it is important to learn a second language as an American,10,it is important for brain development and the reputation of America,0,0,0,1,0,0,0, ,3,40,100,50,-2,-2,40,2,2,2,2,2,3,3,1,1,3,-1, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,9,2,3,1,1,7,2,-1, ,0,1,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,3,3,14,6, ,239,-2, ,239,239,1, , , ,0,2,1972, ,1
236,14,111,2,3,2,6,40,0,0,0,0,1,0,0, ,2,0,0,0,0,1,0,0,1,to help with speak travel,0,0,0,0,0,0,1,0,1,traveling to france,10,"Global awareness, cultural awareness, develop greater understanding of our own syntax",1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,0,9,3,2,1,1,1,2,-1, ,1,0,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,3, ,239,-2, ,239,239,1, , , ,0,2,1948,Non-traditional student- have a Masters in education & love to travel & learn languages,1
237,14,111,2,3,2,6,40,0,1,1,0,0,0,1,save money,1,0,0,0,0,1,0,1,0, ,0,0,0,0,0,0,1,0,0, ,8,I have close French friends.,0,0,0,0,0,0,1,At home with books.,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,3,4,3,1,1,3,-1, ,0,1,0,0, ,0,0,0,0,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,"American, Midwestern",0,1,1995, ,1
238,14,111,2,3,2,6,40,0,0,0,0,1,0,1,prepare for a vacation in France,2,0,0,0,0,0,0,0,1,to communicate w/ the French,0,0,0,0,0,0,0,0,1,I am going to France.,10,"Too many Americans are totally ignorant of the rest of the world, e.g. ""freedom fries.""",1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,50,-2,-2,0,0,9,2,2,-1,-1,-1,-1,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,0,0,0,0,0,0,1,"I already speak German fluently, some Italian, and now passable French.",1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , , ,0,1,1948,"I'm a retired teacher, with 60 grad, hrs. Part a Master's. I studied 6 months in Enclagen, Germany.",1
239,14,111,2,3,2,6,40,0,0,1,0,0,0,0, ,2,0,0,0,1,1,0,0,0, ,0,0,0,0,0,0,1,0,1,It's beautiful,10,"In a global society, one must speak 2nd,3rd,4nt languages and become less ethnocentric",1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,2,5,1,1,2,-1, ,0,1,0,0, ,0,0,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,3,3,3,3,12,6, ,239,-2, ,239,111,1, , , ,0,2,1985, ,1
240,15,112,1,2,2,1,60,1,1,0,1,1,0,0, ,1,0,1,0,0,1,0,0,0, ,0,0,0,0,1,1,1,0,0, ,10,"Ability to understand different cultures, be more open-minded and for comprehension and travel purposes.",1,0,0,0,0,0,0, ,4,30,100,80,-2,-2,100,4,4,4,3,5,1,5,5,1,1,-1, ,1,30,100,1,30,100,-2,1,30,100,-2,0,-2,-2,-2,0,1,2,6,7,1,1,1,2,-1, ,0,0,0,1,Study online: Peronsal curiosity,1,1,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,3,3,3,3,12,5, ,32,17, ,222,222,5, , , ,1,2,1993, ,1
241,15,112,1,2,2,1,60,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0,1,To study abroad,0,0,0,0,0,0,1,0,0, ,10,Broadens horizons,1,0,0,0,0,0,0, ,3,40,-2,-2,-2,-2,40,3,3,3,3,3,2,2,1,1,1,-1, ,1,90,-2,1,90,-2,-2,0,90,-2,-2,0,-2,-2,-2,0,0,1,4,4,1,1,1,4,-1, ,1,0,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,6, ,189,20, ,189,189,1, , ,American,1,2,1990, ,1
242,15,112,1,2,2,1,60,1,0,0,1,1,0,0, ,1,1,1,0,0,1,0,0,0, ,0,0,0,0,1,0,1,0,0, ,7, ,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,4,4,4,1,3,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,3,4,1,2,2,2,-1, ,1,0,0,0, ,1,1,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,4, ,239,-2, ,66,66,3, , , ,0,2,1995, ,1
244,15,112,1,2,2,1,60,1,0,0,1,0,0,0, ,1,1,0,0,0,0,0,0,1,Studying abroad in italy,0,0,1,0,0,0,1,0,0, ,8, ,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,-3,4,5,4,1,1,3,-1, ,1,0,0,1,Taking Italian 2 in Florence,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , ,"American, italian",0,2,1994, ,1
245,15,112,1,2,2,1,60,1,0,1,1,1,0,0, ,1,1,0,0,0,1,0,0,0, ,0,0,1,0,0,1,1,0,0, ,6,"Nice for resume, not required",0,0,0,0,0,0,1,"Yes, but studied spanish",1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,1,100,-2,-2,1,100,-2,-2,1,100,-2,-2,0,1,2,2,5,5,1,1,3,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,1,Study abroad,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , ,American,0,2,1995, ,1
247,15,112,1,2,2,1,60,-1,-1,-1,-1,-1,-1,-1, ,1,1,0,1,0,0,0,0,1,Study abroad,0,0,0,0,0,0,0,0,1,Study abroad,9, ,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,1,100,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,1,5,5,5,2,2,2,-1, ,1,0,0,0, ,1,0,1,0,0,0,0,1,Study abroad,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,9, ,239,-2, ,239,239,1, , ,N/A,0,1,1995, ,1
248,15,112,1,2,2,1,60,1,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0, ,7,to be diverse,0,0,1,1,0,0,0, ,4,640,-2,-2,-2,-2,640,4,2,3,1,5,1,2,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,2,5,1,1,3,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,0,0,0,0,0,0,1,I graduate,1,4,4,4,4,16,5, ,239,-2, ,181,181,5, , , ,0,2,1994, ,1
249,15,112,1,2,2,1,60,0,0,0,0,1,0,0, ,1,0,1,1,0,1,0,0,0, ,0,1,0,0,0,0,1,0,0, ,7,It shows effort/ ability to adapt,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,4,5,1,1,1,3,-1, ,1,0,0,0, ,0,1,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , , ,0,1,1994, ,1
250,15,112,1,2,2,1,60,0,0,0,1,1,0,0, ,1,1,0,0,0,1,0,0,0, ,1,0,0,0,0,0,1,0,0, ,10, ,1,0,0,0,0,0,0, ,4,80,-2,-2,-2,-2,80,4,4,3,3,3,1,1,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,4,5,6,1,1,3,-1, ,1,0,0,0, ,1,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,32,3, ,32,32,3, , ,Brazilian,0,1,1994,Have a nice day,1
251,15,112,1,2,2,1,60,0,1,0,1,1,0,0, ,1,1,0,1,0,1,0,1,0, ,0,0,0,0,0,0,1,0,0, ,6,good to know,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,3,5,4,2,1,2,-1, ,1,0,0,0, ,1,0,1,0,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , ,American,0,2,1994, ,1
252,15,112,1,2,2,1,60,0,0,0,1,0,0,0, ,1,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0, ,10, ,0,0,0,1,0,0,0, ,4,100,80,-2,-2,-2,-1,3,3,4,3,3,1,1,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,4,3,2,1,2,2,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,68,32,3, , , ,0,1,1992, ,1
253,15,112,1,2,2,1,60,1,1,0,1,1,0,0, ,1,1,0,0,0,1,0,0,0, ,0,0,1,1,1,0,1,0,0, ,8, ,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,1,100,-2,1,100,-2,-2,1,60,-2,-2,0,-2,-2,-2,0,1,2,3,3,1,2,1,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , ,American,0,2,1994, ,1
254,15,112,1,2,2,1,60,1,0,0,1,1,0,0, ,1,1,0,0,0,0,0,0,0, ,0,1,1,0,0,0,1,0,0, ,7,U.S is a multi-lingual society and is becoming even more diverse.,0,1,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,1,2,6,3,1,2,3,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,3, ,239,-2, ,239,239,1, , ,Italian-American,0,2,1995, ,1
255,15,112,1,2,2,1,60,1,1,0,0,0,0,0, ,1,1,0,0,0,0,0,0,1,Study abroad,0,0,1,0,0,0,1,0,1,comes naturally,7,Visiting the country/ being diverse in academic background,0,0,1,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,4,2,1,1,-1, ,0,1,0,0, ,1,0,0,0,0,0,0,1,Study abroad,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,1, , , ,0,2,1995, ,1
256,15,112,1,2,2,1,60,0,0,1,0,0,0,1,bachelors degree,1,1,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0, ,7, ,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,4,5,3,2,1,2,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,3,15,6, ,239,-2, ,239,239,1, , , ,0,2,1994, ,1
257,15,112,1,2,2,1,60,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,1,become fluent,0,0,1,0,0,0,0,0,0, ,5,Depends on your career or preference,0,0,1,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,3,4,5,1,1,2,-1, ,0,0,0,1,I will continue to study this language,0,0,0,0,0,0,0,1,become fluent,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , , ,0,2,1996, ,1
258,15,112,1,2,2,1,60,1,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, ,7,learning other cultures is only beneficial,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,4,5,2,2,2,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,American,0,2,1993, ,1
259,15,112,1,2,2,1,60,1,0,0,0,0,0,0, ,1,1,0,0,0,1,0,0,0, ,0,0,0,0,0,0,1,0,0, ,7,Able to communicate with more cultures,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,-3,2,4,4,2,1,2,-1, ,0,1,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , , ,0,2,1996, ,1
260,15,112,1,2,2,1,60,0,0,0,1,0,0,0, ,1,1,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0, ,5,It is good to be well rounded,0,0,1,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,60,-2,-2,0,-2,-2,-2,0,1,3,4,3,3,2,-1,3,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , , ,0,2,1993, ,1
262,16,113,2,3,2,2,50,0,0,1,0,0,0,0, ,2,0,1,1,0,1,1,0,1,for fun,0,1,0,0,0,1,1,0,0, ,10,It is good to be well rounded and culture as a college student. It help with critical thinking and learning.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,1,5,1,2,2,-1, ,1,0,0,0, ,0,1,1,1,1,1,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,1, , , ,0,2,1992, ,3
263,16,113,2,3,2,2,50,0,0,1,1,1,0,0, ,1,0,0,1,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,10,career opportunity,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,3,4,6,1,2,2,-1, ,1,1,0,0, ,0,0,1,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , , ,0,1,1992, ,3
264,16,113,2,3,2,2,50,0,0,1,0,1,0,0, ,1,1,0,0,0,1,0,0,1, ,0,0,0,1,0,0,1,0,1,forgot it relearning,10,communicate with others that speak another langauge,1,0,0,0,0,0,0, ,4,320,680,-2,-2,-2,320,3,3,1,1,5,1,1,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,3,5,6,2,2,2,-1, ,1,0,0,0, ,0,0,0,0,1,0,0,1,learn langauge don’t think one class covers it,-2,-2,-2,-2,-2,-2,-2,-2, ,0,3,3,4,3,13,2, ,109,4, ,109,12,6, , ,Persian or Middle Eastern,0,2,1995, ,3
265,16,113,2,3,2,2,50,0,0,1,0,0,0,0, ,1,0,1,0,0,1,0,0,0, ,0,0,1,0,0,1,1,0,0, ,6,"Not necessary, but very helpful.",1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,1,100,-2,1,100,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,6,3,3,1,1,-1,2,1, ,1,0,0,0, ,0,1,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,3,4,4,15,6, ,239,-2, ,239,239,1, , , ,0,1,1996, ,3
267,16,113,2,3,2,2,50,0,1,1,0,0,0,0, ,2,0,0,0,0,1,0,1,0, ,0,0,0,0,0,0,1,1,0, ,10,Increases cultural awarness,1,0,0,0,0,0,0, ,3,100,50,-2,-2,-2,100,3,2,4,2,2,1,1,1,1,3,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,4,4,6,1,2,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,0,1,1,0,0,0,0, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,Human,0,2,1994, ,3
268,16,113,2,3,2,2,50,0,0,0,1,0,0,0, ,2,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,5, ,0,0,1,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,2,2,7,1,1,2,-1, ,1,0,0,0, ,0,0,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , , ,0,1,1990, ,3
272,16,113,2,3,2,2,50,0,1,0,0,1,0,0, ,1,1,1,1,0,1,0,1,0, ,0,0,0,1,1,0,1,0,0, ,10,It makes you a more well-rounded person.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,2,4,3,1,1,3,-1, ,1,0,0,0, ,1,1,1,0,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,3,15,6, ,239,-2, ,239,239,6, , ,Bi-racial,0,2,1992, ,3
